"medianmass","Q1","Q3","rep","Trt","Time_hrs","Csource"
403.9542529,339.4140102,495.5236994,5,"Live",7,"Glu"
393.5254728,328.6614735,479.7461106,6,"Live",7,"Glu"
411.223949880219,339.121255925059,507.224049260756,5,"Live",7.5,"Glu"
404.362106231427,336.17267412606,501.554450962854,6,"Live",7.5,"Glu"
399.723115176977,329.326463006353,487.175309969549,5,"Fixed",8,"Glu"
393.972211174263,329.129144862581,474.966922347292,6,"Fixed",8,"Glu"
